1:1:1970:J:true:Taierea Imprejur cea dupa trup a Domnului; Sfantul Vasile cel Mare (Anul Nou. Tedeum):true:null
2:1:1970:V:false:Sfantul Serafim de Sarov; Sfantul Silvestru, episcopul Romei:false:null
3:1:1970:S:false:Sfantul Proroc Maleahi; Sfantul Mucenic Gordie:false:Harti
4:1:1970:D:false:Soborul Sfintilor 70 de Apostoli; Cuviosul Teoctist:false:null
5:1:1970:L:false:Ajunul Bobotezei; Sfantul Mucenic Teotempt si Sfanta Mucenita Teona; Cuvioasa Sinclitichia:false:null
6:1:1970:M:true:Boboteaza - Botezul Domnului:true:Post negru
7:1:1970:M:true:Soborul Sfantului Ioan Botezatorul:true:null
8:1:1970:J:false:Sfantul Cuvios Gheorghe Hozevitul; Cuvioasa Domnica :false:Dezlegare la peste
9:1:1970:V:false:Sfantul Mucenic Polieuct:false:null
10:1:1970:S:true:Cuviosul Antipa de la Calapodesti; Sfantul Grigorie al Nisei:false:Post
11:1:1970:D:true:Cuviosul Teodosie cel Mare, incepatorul vietii de obste:false:null
12:1:1970:L:false:Sfanta Mucenita Tatiana:false:null
13:1:1970:M:false:Sfintii Mucenici Ermil si Stratonic:false:null
14:1:1970:M:false:Sfanta Nina; Sfintii Parinti ucisi in Sinai si Rait; Odovania Praznicului Botezului Domnului:false:null
15:1:1970:J:false:Sfantul Cuvios Pavel Tebeul:false:Post
16:1:1970:V:false:Inchinarea cinstitului lant al Sfantului Apostol Petru :false:null
17:1:1970:S:true:Sfantul Antonie cel Mare:false:Post
18:1:1970:D:true:Sfintii Atanasie si Chiril:false:null
19:1:1970:L:false:Sfantul Macarie Egipteanul:false:null
20:1:1970:M:true:Sfantul Eftimie cel Mare:false:null
21:1:1970:M:false:Sfantul Maxim Marturisitorul:false:null
22:1:1970:J:false:Sfantul Apostol Timotei; Sfantul Anastasie Persul:false:Post
23:1:1970:V:false:Sfantul Clement de Ancira; Sfantul Paulin de Nolla:false:null
24:1:1970:S:false:Sfanta Xenia:false:Post
25:1:1970:D:true:Sfantul Grigorie de Nazianz; Sfantul Bretanion:false:null
26:1:1970:L:true:Sfantul Xenofont, sotia sa, Maria, si fiii lor Arcadie si Ioan; Sfantul Ierarh Iosif cel Milostiv:false:null
27:1:1970:M:true:Aducerea moastelor Sfantului Ioan Gura de Aur:true:null
28:1:1970:M:false:Sfantul Efrem Sirul, Paladie si Iacob:false:null
29:1:1970:J:false:Aducerea moastelor Sfantului Ignatie Teoforul:false:Post
30:1:1970:V:true:Sfintii Trei Ierarhi:true:null
31:1:1970:S:false:Sfintii Chir si Ioan:false:Post
1:1:1971:V:true:Taierea Imprejur cea dupa trup a Domnului; Sfantul Vasile cel Mare (Anul Nou. Tedeum):true:null
2:1:1971:S:false:Sfantul Serafim de Sarov; Sfantul Silvestru, episcopul Romei:false:Harti
3:1:1971:D:false:Sfantul Proroc Maleahi; Sfantul Mucenic Gordie:false:null
4:1:1971:L:false:Soborul Sfintilor 70 de Apostoli; Cuviosul Teoctist:false:null
5:1:1971:M:false:Ajunul Bobotezei; Sfantul Mucenic Teotempt si Sfanta Mucenita Teona; Cuvioasa Sinclitichia:false:null
6:1:1971:M:true:Boboteaza - Botezul Domnului:true:Post negru
7:1:1971:J:true:Soborul Sfantului Ioan Botezatorul:true:Harti
8:1:1971:V:false:Sfantul Cuvios Gheorghe Hozevitul; Cuvioasa Domnica :false:null
9:1:1971:S:false:Sfantul Mucenic Polieuct:false:Post
10:1:1971:D:true:Cuviosul Antipa de la Calapodesti; Sfantul Grigorie al Nisei:false:null
11:1:1971:L:true:Cuviosul Teodosie cel Mare, incepatorul vietii de obste:false:null
12:1:1971:M:false:Sfanta Mucenita Tatiana:false:null
13:1:1971:M:false:Sfintii Mucenici Ermil si Stratonic:false:null
14:1:1971:J:false:Sfanta Nina; Sfintii Parinti ucisi in Sinai si Rait; Odovania Praznicului Botezului Domnului:false:Post
15:1:1971:V:false:Sfantul Cuvios Pavel Tebeul:false:null
16:1:1971:S:false:Inchinarea cinstitului lant al Sfantului Apostol Petru :false:Post
17:1:1971:D:true:Sfantul Antonie cel Mare:false:null
18:1:1971:L:true:Sfintii Atanasie si Chiril:false:null
19:1:1971:M:false:Sfantul Macarie Egipteanul:false:null
20:1:1971:M:true:Sfantul Eftimie cel Mare:false:null
21:1:1971:J:false:Sfantul Maxim Marturisitorul:false:Post
